Category                                 | RTE type             | Interface                                
RTE Data Exchange                        | Rte_IRead            | RFASProfileMasterCyclic_PpPFHwMeasurements_DeTHS 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Number_of_profiles_0x0530 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestPropFSG_FAS_Profiles_Display_Status_BAP_RequestByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Exit_Warner_activation_clearing_0x053C 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapPropInit_FAS_Profiles_Messages_BAP_InitSendBufferUInt8 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestPropFSG_FAS_Profiles_FSG_OperationState_Status_BAP_RequestUInt8 
RTE Data Exchange                        | Rte_Send             | CtApFASProfileMaster_PpPM2EthComTransferCommand_DePM2EthComTransferCommand 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapPropInit_DAF_Interface_FunctionList_BAP_InitSendBufferByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Emergency_Assist_after_Kl_15_on_0x0542 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Traffic_Jam_Pilot_activation_clearing_0x0538 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Number_of_profile_members_0x0531 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapPropInit_DAF_Interface_FSG_OperationState_BAP_InitSendBufferUInt8 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Emergency_Assist_activation_clearing_0x0535 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapPropInit_FAS_Profiles_BAP_Config_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_DAF_Interface_DataTransmissionInfo_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestPropFSG_FAS_Profiles_Display_Status_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestPropFSG_DAF_Interface_DataTransmissionInfo_Status_BAP_RequestByteSequence 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Tiredness_Warning_after_Kl_15_on_0x0547 
Network, Partial Network                 | Rte_IWrite           | RFASProfileMasterCyclic_PpEcuComRequestsFASProfileMaster_DePartialNetwork 
UDS Diagnostic, Anpassung                | Rte_Read             | CtApFASProfileMaster_PpDiagFASProfileMasterRead_DeFAS_PM_Status_Side_Assist_after_Kl_15_on_0x0548 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_DAF_Interface_FSG_Setup_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_FAS_Profiles_Display_BAP_InitSendBufferByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapPropInit_FAS_Profiles_FSG_Control_BAP_InitSendBufferUInt8 
BAP                                      | Rte_Result           | CtApFASProfileMaster_BapRequestFSG_DAF_Interface_DataTransmission_Result_BAP_RequestByteSequence 
BAP                                      | Rte_Call             | CtApFASProfileMaster_BapRequestError_DAF_Interface_DataTransmission_BAP_RequestError 
RTE Data Exchange                        | Rte_IRead            | RFASProfileMasterCyclic_PpACFStatusProfileMaster_DeACFStatusProfileMaster 
